VOLTS`V`float	deriv(v(out2))`V/V`float
1.24534	-0.25
1.24534	-0.25
1.24534	0
1.24534	-0.25
1.24534	0
1.24534	0
1.24534	-0.25
1.24534	0
1.24534	-0.25
1.24534	-0.25
1.24534	0
1.24534	-0.25
1.24535	0
1.24535	0
1.24535	-0.25
1.24535	0
1.24535	-0.25
1.24535	-0.25
1.24535	0
1.24535	-0.25
1.24535	0
1.24535	0
1.24535	-0.25
1.24535	0
1.24535	-0.25
1.24535	-0.25
1.24535	0
1.24536	-0.25
1.24536	0
1.24536	0
1.24536	-0.25
1.24536	0
1.24536	-0.25
1.24536	-0.25
1.24536	0
1.24536	-0.25
1.24536	0
1.24536	0
1.24536	-0.25
1.24536	0
1.24536	-0.25
1.24536	-0.25
1.24536	0
1.24536	-0.25
1.24536	0
1.24537	0
1.24537	-0.25
1.24537	0
1.24537	-0.25
1.24537	-0.25
1.24537	0
1.24537	-0.25
1.24537	0
1.24537	0
1.24537	-0.25
1.24537	0
1.24537	-0.25
1.24537	-0.25
1.24537	0
1.24537	-0.25
1.24537	0
1.24538	0
1.24538	-0.222222
1.24538	0
1.24538	-0.222222
1.24538	-0.222222
1.24538	0
1.24538	-0.222222
1.24538	0
1.24538	0
1.24538	-0.222222
1.24538	0
1.24538	-0.222222
1.24538	-0.222222
1.24538	0
1.24538	-0.222222
1.24538	0
1.24539	0
1.24539	-0.222222
1.24539	0
1.24539	-0.222222
1.24539	-0.222222
1.24539	0
1.24539	-0.222222
1.24539	0
1.24539	0
1.24539	-0.222222
1.24539	0
1.24539	-0.222222
1.24539	-0.222222
1.24539	0
1.24539	-0.222222
1.24539	0
1.2454	0
1.2454	-0.25
1.2454	0
1.2454	-0.25
1.2454	-0.25
1.2454	0
1.2454	-0.25
1.2454	0
1.2454	0
1.2454	-0.25
1.2454	0
1.2454	-0.25
1.2454	-0.25
1.2454	0
1.2454	-0.25
1.2454	0
1.24541	0
1.24541	-0.25
1.24541	0
1.24541	-0.25
1.24541	-0.25
1.24541	0
1.24541	-0.25
1.24541	0
1.24541	0
1.24541	-0.25
1.24541	0
1.24541	-0.25
1.24541	-0.25
1.24541	0
1.24541	-0.25
1.24541	0
1.24541	0
1.24541	-0.222222
1.24541	0
1.24542	-0.222222
1.24542	-0.222222
1.24542	0
1.24542	-0.222222
1.24542	0
1.24542	0
1.24542	-0.222222
1.24542	0
1.24542	-0.222222
1.24542	-0.222222
1.24542	0
1.24542	-0.222222
1.24542	0
1.24542	0
1.24542	-0.222222
1.24542	0
1.24543	-0.222222
1.24543	-0.222222
1.24543	0
1.24543	-0.222222
1.24543	0
1.24543	0
1.24543	-0.25
1.24543	0
1.24543	-0.25
1.24543	-0.25
1.24543	0
1.24543	-0.25
1.24543	0
1.24543	0
1.24543	-0.25
1.24543	0
1.24543	-0.25
1.24543	-0.25
1.24543	0
1.24543	-0.25
1.24544	0
1.24544	0
1.24544	-0.222222
1.24544	0
1.24544	-0.222222
1.24544	-0.222222
1.24544	0
1.24544	-0.222222
1.24544	0
1.24544	0
1.24544	-0.222222
1.24544	0
1.24544	-0.222222
1.24544	-0.222222
1.24544	0
1.24544	-0.222222
1.24544	0
1.24545	0
1.24545	-0.25
1.24545	0
1.24545	-0.25
1.24545	-0.25
1.24545	0
1.24545	-0.25
1.24545	0
1.24545	0
1.24545	-0.25
1.24545	0
1.24545	-0.25
1.24545	-0.25
1.24545	0
1.24545	-0.25
1.24545	0
1.24546	0
1.24546	-0.25
1.24546	0
1.24546	-0.25
1.24546	-0.25
1.24546	0
1.24546	-0.25
1.24546	0
1.24546	0
1.24546	-0.25
1.24546	0
1.24546	-0.25
1.24546	-0.25
1.24546	0
1.24546	-0.25
1.24546	0
1.24547	0
1.24547	-0.25
1.24547	0
1.24547	-0.25
1.24547	-0.25
1.24547	0
1.24547	-0.25
1.24547	0
1.24547	0
1.24547	-0.25
1.24547	0
1.24547	-0.25
1.24547	-0.25
1.24547	0
1.24547	-0.25
1.24547	0
1.24547	0
1.24547	-0.25
1.24548	0
1.24548	-0.25
1.24548	-0.25
1.24548	0
1.24548	-0.25
1.24548	0
1.24548	0
1.24548	-0.222222
1.24548	0
1.24548	-0.222222
1.24548	-0.222222
1.24548	0
1.24548	-0.222222
1.24548	0
1.24548	0
1.24548	-0.25
1.24548	0
1.24548	-0.25
1.24548	-0.25
1.24548	0
1.24548	-0.25
1.24549	0
1.24549	0
1.24549	-0.25
1.24549	0
1.24549	-0.25
1.24549	-0.25
1.24549	0
1.24549	-0.25
1.24549	0
1.24549	0
1.24549	-0.25
1.24549	0
1.24549	-0.25
1.24549	-0.25
1.24549	0
1.24549	-0.25
1.24549	0
1.2455	0
1.2455	-0.222222
1.2455	0
1.2455	-0.222222
1.2455	-0.222222
1.2455	0
1.2455	-0.222222
1.2455	0
1.2455	0
1.2455	-0.25
1.2455	0
1.2455	-0.25
1.2455	-0.25
1.2455	0
1.2455	-0.25
1.2455	0
1.24551	0
1.24551	-0.25
1.24551	0
1.24551	-0.25
1.24551	-0.25
1.24551	0
1.24551	-0.25
1.24551	0
1.24551	0
1.24551	-0.25
1.24551	0
1.24551	-0.25
1.24551	-0.25
1.24551	0
1.24551	-0.25
1.24551	0
1.24552	0
1.24552	-0.222222
1.24552	0
1.24552	-0.222222
1.24552	-0.222222
1.24552	0
1.24552	-0.222222
1.24552	0
1.24552	0
1.24552	-0.25
1.24552	0
1.24552	-0.25
1.24552	-0.25
1.24552	0
1.24552	-0.25
1.24552	0
1.24552	0
1.24552	-0.25
1.24553	0
1.24553	-0.25
1.24553	-0.25
1.24553	0
1.24553	-0.25
1.24553	0
1.24553	0
1.24553	-0.25
1.24553	0
1.24553	-0.25
1.24553	-0.25
1.24553	0
1.24553	-0.25
1.24553	0
1.24553	0
1.24553	-0.222222
1.24553	0
1.24553	-0.222222
1.24553	-0.222222
1.24553	0
1.24554	-0.222222
1.24554	0
1.24554	0
1.24554	-0.25
1.24554	0
1.24554	-0.25
1.24554	-0.25
1.24554	0
1.24554	-0.25
1.24554	0
1.24554	0
1.24554	-0.25
1.24554	0
1.24554	-0.25
1.24554	-0.25
1.24554	0
1.24554	-0.25
1.24554	0
1.24555	0
1.24555	-0.25
1.24555	0
1.24555	-0.25
1.24555	-0.25
1.24555	0
1.24555	-0.25
1.24555	0
1.24555	0
1.24555	-0.222222
1.24555	0
1.24555	-0.222222
1.24555	-0.222222
1.24555	0
1.24555	-0.222222
1.24555	0
1.24556	0
1.24556	-0.25
1.24556	0
1.24556	-0.25
1.24556	-0.25
1.24556	0
1.24556	-0.25
1.24556	0
1.24556	0
1.24556	-0.25
1.24556	0
1.24556	-0.25
1.24556	-0.25
1.24556	0
1.24556	-0.25
1.24556	0
1.24556	0
1.24556	-0.25
1.24557	0
1.24557	-0.25
1.24557	-0.25
1.24557	0
1.24557	-0.25
1.24557	0
1.24557	0
1.24557	-0.25
1.24557	0
1.24557	-0.25
1.24557	-0.25
1.24557	0
1.24557	-0.25
1.24557	0
1.24557	0
1.24557	-0.25
1.24557	0
1.24557	-0.25
1.24557	-0.25
1.24557	0
1.24557	-0.25
1.24558	0
1.24558	0
1.24558	-0.25
1.24558	0
1.24558	-0.25
1.24558	-0.25
1.24558	0
1.24558	-0.25
1.24558	0
1.24558	0
1.24558	-0.222222
1.24558	0
1.24558	-0.222222
1.24558	-0.222222
1.24558	0
1.24558	-0.222222
1.24558	0
1.24559	0
1.24559	-0.25
1.24559	0
1.24559	-0.25
1.24559	-0.25
1.24559	0
1.24559	-0.25
1.24559	0
1.24559	0
1.24559	-0.25
1.24559	0
1.24559	-0.25
1.24559	-0.25
1.24559	0
1.24559	-0.25
1.24559	0
1.24559	0
1.24559	-0.222222
1.24559	0
1.2456	-0.222222
1.2456	-0.222222
1.2456	0
1.2456	-0.222222
1.2456	0
1.2456	0
1.2456	-0.222222
1.2456	0
1.2456	-0.222222
1.2456	-0.222222
1.2456	0
1.2456	-0.222222
1.2456	0
1.2456	0
1.2456	-0.25
1.2456	0
1.2456	-0.25
1.2456	-0.25
1.2456	0
1.2456	-0.25
1.24561	0
1.24561	0
1.24561	-0.222222
1.24561	0
1.24561	-0.222222
1.24561	-0.222222
1.24561	0
1.24561	-0.222222
1.24561	0
1.24561	0
1.24561	-0.222222
1.24561	0
1.24561	-0.222222
1.24561	-0.222222
1.24561	0
1.24561	-0.222222
1.24561	0
1.24562	0
1.24562	-0.25
1.24562	0
1.24562	-0.25
1.24562	-0.25
1.24562	0
1.24562	-0.25
1.24562	0
1.24562	0
1.24562	-0.222222
1.24562	0
1.24562	-0.222222
1.24562	-0.222222
1.24562	0
1.24562	-0.222222
1.24562	0
1.24562	0
1.24562	-0.25
1.24563	0
1.24563	-0.25
1.24563	-0.25
1.24563	0
1.24563	-0.25
1.24563	0
1.24563	0
1.24563	-0.25
1.24563	0
1.24563	-0.25
1.24563	-0.25
1.24563	0
1.24563	-0.25
1.24563	0
1.24563	0
1.24563	-0.222222
1.24563	0
1.24563	-0.222222
1.24563	-0.222222
1.24563	0
1.24564	-0.222222
1.24564	0
1.24564	0
1.24564	-0.25
1.24564	0
1.24564	-0.25
1.24564	-0.25
1.24564	0
1.24564	-0.25
1.24564	0
1.24564	0
1.24564	-0.25
1.24564	0
1.24564	-0.25
1.24564	-0.25
1.24564	0
1.24564	-0.25
1.24564	0
1.24565	0
1.24565	-0.222222
1.24565	0
1.24565	-0.222222
1.24565	-0.222222
1.24565	0
1.24565	-0.222222
1.24565	0
1.24565	0
1.24565	-0.25
1.24565	0
1.24565	-0.25
1.24565	-0.25
1.24565	0
1.24565	-0.25
1.24565	0
1.24565	0
1.24565	-0.222222
1.24565	0
1.24566	-0.222222
1.24566	-0.222222
1.24566	0
1.24566	-0.222222
1.24566	0
1.24566	0
1.24566	-0.25
1.24566	0
1.24566	-0.25
1.24566	-0.25
1.24566	0
1.24566	-0.25
1.24566	0
1.24566	0
1.24566	-0.25
1.24566	0
1.24566	-0.25
1.24566	-0.25
1.24566	0
1.24566	-0.25
1.24567	0
1.24567	0
1.24567	-0.25
1.24567	0
1.24567	-0.25
1.24567	-0.25
1.24567	0
1.24567	-0.25
1.24567	0
1.24567	0
1.24567	-0.25
1.24567	0
1.24567	-0.25
1.24567	-0.25
1.24567	0
1.24567	-0.25
1.24567	0
1.24568	0
1.24568	-0.25
1.24568	0
1.24568	-0.25
1.24568	-0.25
1.24568	0
1.24568	-0.25
1.24568	0
1.24568	0
1.24568	-0.222222
1.24568	0
1.24568	-0.222222
1.24568	-0.222222
1.24568	0
1.24568	-0.222222
1.24568	0
1.24568	0
1.24568	-0.222222
1.24568	0
1.24569	-0.222222
1.24569	-0.222222
1.24569	0
1.24569	-0.222222
1.24569	0
1.24569	0
1.24569	-0.25
1.24569	0
1.24569	-0.25
1.24569	-0.25
1.24569	0
1.24569	-0.25
1.24569	0
1.24569	0
1.24569	-0.222222
1.24569	0
1.24569	-0.222222
1.24569	-0.222222
1.24569	0
1.24569	-0.222222
1.24569	0
1.2457	0
1.2457	-0.25
1.2457	0
1.2457	-0.25
1.2457	-0.25
1.2457	0
1.2457	-0.25
1.2457	0
1.2457	0
1.2457	-0.222222
1.2457	0
1.2457	-0.222222
1.2457	-0.222222
1.2457	0
1.2457	-0.222222
1.2457	0
1.2457	0
1.2457	-0.25
1.24571	0
1.24571	-0.25
1.24571	-0.25
1.24571	0
1.24571	-0.25
1.24571	0
1.24571	0
1.24571	-0.25
1.24571	0
1.24571	-0.25
1.24571	-0.25
1.24571	0
1.24571	-0.25
1.24571	0
1.24571	0
1.24571	-0.222222
1.24571	0
1.24571	-0.222222
1.24571	-0.222222
1.24571	0
1.24572	-0.222222
1.24572	0
1.24572	0
1.24572	-0.25
1.24572	0
1.24572	-0.25
1.24572	-0.25
1.24572	0
1.24572	-0.25
1.24572	0
1.24572	0
1.24572	-0.25
1.24572	0
1.24572	-0.25
1.24572	-0.25
1.24572	0
1.24572	-0.25
1.24572	0
1.24573	0
1.24573	-0.25
1.24573	0
1.24573	-0.25
1.24573	-0.25
1.24573	0
1.24573	-0.25
1.24573	0
1.24573	0
1.24573	-0.25
1.24573	0
1.24573	-0.25
1.24573	-0.25
1.24573	0
1.24573	-0.25
1.24573	0
1.24573	0
1.24573	-0.222222
1.24573	0
1.24573	-0.222222
1.24573	-0.222222
1.24573	0
1.24574	-0.222222
1.24574	0
1.24574	0
1.24574	-0.25
1.24574	0
1.24574	-0.25
1.24574	-0.25
1.24574	0
1.24574	-0.25
1.24574	0
1.24574	0
1.24574	-0.222222
1.24574	0
1.24574	-0.222222
1.24574	-0.222222
1.24574	0
1.24574	-0.222222
1.24574	0
1.24575	0
1.24575	-0.25
1.24575	0
1.24575	-0.25
1.24575	-0.25
1.24575	0
1.24575	-0.25
1.24575	0
1.24575	0
1.24575	-0.222222
1.24575	0
1.24575	-0.222222
1.24575	-0.222222
1.24575	0
1.24575	-0.222222
1.24575	0
1.24575	0
1.24575	-0.25
1.24575	0
1.24575	-0.25
1.24575	-0.25
1.24575	0
1.24575	-0.25
1.24576	0
1.24576	0
1.24576	-0.25
1.24576	0
1.24576	-0.25
1.24576	-0.25
1.24576	0
1.24576	-0.25
1.24576	0
1.24576	0
1.24576	-0.222222
1.24576	0
1.24576	-0.222222
1.24576	-0.222222
1.24576	0
1.24576	-0.222222
1.24576	0
1.24577	0
1.24577	-0.25
1.24577	0
1.24577	-0.25
1.24577	-0.25
1.24577	0
1.24577	-0.25
1.24577	0
1.24577	0
1.24577	-0.25
1.24577	0
1.24577	-0.25
1.24577	-0.25
1.24577	0
1.24577	-0.25
1.24577	0
1.24577	0
1.24577	-0.222222
1.24577	0
1.24578	-0.222222
1.24578	-0.222222
1.24578	0
1.24578	-0.222222
1.24578	0
1.24578	0
1.24578	-0.25
1.24578	0
1.24578	-0.25
1.24578	-0.25
1.24578	0
1.24578	-0.25
1.24578	0
1.24578	0
1.24578	-0.222222
1.24578	0
1.24578	-0.222222
1.24578	-0.222222
1.24578	0
1.24578	-0.222222
1.24578	0
1.24579	0
1.24579	-0.25
1.24579	0
1.24579	-0.25
1.24579	-0.25
1.24579	0
1.24579	-0.25
1.24579	0
1.24579	0
1.24579	-0.222222
1.24579	0
1.24579	-0.222222
1.24579	-0.222222
1.24579	0
1.24579	-0.222222
1.24579	0
1.24579	0
1.24579	-0.25
1.24579	0
1.24579	-0.25
1.24579	-0.25
1.24579	0
1.2458	-0.25
1.2458	0
1.2458	0
1.2458	-0.25
1.2458	0
1.2458	-0.25
1.2458	-0.25
1.2458	0
1.2458	-0.25
1.2458	0
1.2458	0
1.2458	-0.25
1.2458	0
1.2458	-0.25
1.2458	-0.25
1.2458	0
1.2458	-0.25
1.2458	0
1.24581	0
1.24581	-0.222222
1.24581	0
1.24581	-0.222222
1.24581	-0.222222
1.24581	0
1.24581	-0.222222
1.24581	0
1.24581	0
1.24581	-0.25
1.24581	0
1.24581	-0.25
1.24581	-0.25
1.24581	0
1.24581	-0.25
1.24581	0
1.24581	0
1.24581	-0.222222
1.24581	0
1.24581	-0.222222
1.24581	-0.222222
1.24581	0
1.24582	-0.222222
1.24582	0
1.24582	0
1.24582	-0.25
1.24582	0
1.24582	-0.25
1.24582	-0.25
1.24582	0
1.24582	-0.25
1.24582	0
1.24582	0
1.24582	-0.222222
1.24582	0
1.24582	-0.222222
1.24582	-0.222222
1.24582	0
1.24582	-0.222222
1.24582	0
1.24583	0
1.24583	-0.25
1.24583	0
1.24583	-0.25
1.24583	-0.25
1.24583	0
1.24583	-0.25
1.24583	0
1.24583	0
1.24583	-0.25
1.24583	0
1.24583	-0.25
1.24583	-0.25
1.24583	0
1.24583	-0.25
1.24583	0
1.24583	0
1.24583	-0.25
1.24583	0
1.24583	-0.25
1.24583	-0.25
1.24583	0
1.24583	-0.25
1.24584	0
1.24584	0
1.24584	-0.25
1.24584	0
1.24584	-0.25
1.24584	-0.25
1.24584	0
1.24584	-0.25
1.24584	0
1.24584	0
1.24584	-0.222222
1.24584	0
1.24584	-0.222222
1.24584	-0.222222
1.24584	0
1.24584	-0.222222
1.24584	0
1.24584	0
1.24584	-0.222222
1.24584	0
1.24585	-0.222222
1.24585	-0.222222
1.24585	0
1.24585	-0.222222
1.24585	0
1.24585	0
1.24585	-0.25
1.24585	0
1.24585	-0.25
1.24585	-0.25
1.24585	0
1.24585	-0.25
1.24585	0
1.24585	0
1.24585	-0.222222
1.24585	0
1.24585	-0.222222
1.24585	-0.222222
1.24585	0
1.24585	-0.222222
1.24585	0
1.24586	0
1.24586	-0.25
1.24586	0
1.24586	-0.25
1.24586	-0.25
1.24586	0
1.24586	-0.25
1.24586	0
1.24586	0
1.24586	-0.25
1.24586	0
1.24586	-0.25
1.24586	-0.25
1.24586	0
1.24586	-0.25
1.24586	0
1.24586	0
1.24586	-0.25
1.24586	0
1.24587	-0.25
1.24587	-0.25
1.24587	0
1.24587	-0.25
1.24587	0
1.24587	0
1.24587	-0.25
1.24587	0
1.24587	-0.25
1.24587	-0.25
1.24587	0
1.24587	-0.25
1.24587	0
1.24587	0
1.24587	-0.25
1.24587	0
1.24587	-0.25
1.24587	-0.25
1.24587	0
1.24587	-0.25
1.24587	0
1.24588	0
1.24588	-0.222222
1.24588	0
1.24588	-0.222222
1.24588	-0.222222
1.24588	0
1.24588	-0.222222
1.24588	0
1.24588	0
1.24588	-0.25
1.24588	0
1.24588	-0.25
1.24588	-0.25
1.24588	0
1.24588	-0.25
1.24588	0
1.24588	0
1.24588	-0.222222
1.24588	0
1.24588	-0.222222
1.24588	-0.222222
1.24588	0
1.24589	-0.222222
1.24589	0
1.24589	0
1.24589	-0.25
1.24589	0
1.24589	-0.25
1.24589	-0.25
1.24589	0
1.24589	-0.25
1.24589	0
1.24589	0
1.24589	-0.222222
1.24589	0
1.24589	-0.222222
1.24589	-0.222222
1.24589	0
1.24589	-0.222222
1.24589	0
1.24589	0
1.24589	-0.25
1.2459	0
1.2459	-0.25
1.2459	-0.25
1.2459	0
1.2459	-0.25
1.2459	0
1.2459	0
1.2459	-0.222222
1.2459	0
1.2459	-0.222222
1.2459	-0.222222
1.2459	0
1.2459	-0.222222
1.2459	0
1.2459	0
1.2459	-0.25
1.2459	0
1.2459	-0.25
1.2459	-0.25
1.2459	0
1.2459	-0.25
1.2459	0
1.24591	0
1.24591	-0.222222
1.24591	0
1.24591	-0.222222
1.24591	-0.222222
1.24591	0
1.24591	-0.222222
1.24591	0
1.24591	0
1.24591	-0.25
1.24591	0
1.24591	-0.25
1.24591	-0.25
1.24591	0
1.24591	-0.25
1.24591	0
1.24591	0
1.24591	-0.222222
1.24591	0
1.24591	-0.222222
1.24591	-0.222222
1.24591	0
1.24592	-0.222222
1.24592	0
1.24592	0
1.24592	-0.25
1.24592	0
1.24592	-0.25
1.24592	-0.25
1.24592	0
1.24592	-0.25
1.24592	0
1.24592	0
1.24592	-0.222222
1.24592	0
1.24592	-0.222222
1.24592	-0.222222
1.24592	0
1.24592	-0.222222
1.24592	0
1.24592	0
1.24592	-0.222222
1.24592	0
1.24593	-0.222222
1.24593	-0.222222
1.24593	0
1.24593	-0.222222
1.24593	0
1.24593	0
1.24593	-0.25
1.24593	0
1.24593	-0.25
1.24593	-0.25
1.24593	0
1.24593	-0.25
1.24593	0
1.24593	0
1.24593	-0.25
1.24593	0
1.24593	-0.25
1.24593	-0.25
1.24593	0
1.24593	-0.25
1.24593	0
1.24594	0
1.24594	-0.25
1.24594	0
1.24594	-0.25
1.24594	-0.25
1.24594	0
1.24594	-0.25
1.24594	0
1.24594	0
1.24594	-0.222222
1.24594	0
1.24594	-0.222222
1.24594	-0.222222
1.24594	0
1.24594	-0.222222
1.24594	0
1.24594	0
1.24594	-0.25
1.24594	0
1.24594	-0.25
1.24594	-0.25
1.24594	0
1.24594	-0.25
1.24595	0
1.24595	0
1.24595	-0.222222
1.24595	0
1.24595	-0.222222
1.24595	-0.222222
1.24595	0
1.24595	-0.222222
1.24595	0
1.24595	0
1.24595	-0.25
1.24595	0
1.24595	-0.25
1.24595	-0.25
1.24595	0
1.24595	-0.25
1.24595	0
1.24595	0
1.24595	-0.25
1.24595	0
1.24596	-0.25
1.24596	-0.25
1.24596	0
1.24596	-0.25
1.24596	0
1.24596	0
1.24596	-0.25
1.24596	0
1.24596	-0.25
1.24596	-0.25
1.24596	0
1.24596	-0.25
1.24596	0
1.24596	0
1.24596	-0.25
1.24596	0
1.24596	-0.25
1.24596	-0.25
1.24596	0
1.24596	-0.25
1.24596	0
1.24597	0
1.24597	-0.222222
1.24597	0
1.24597	-0.222222
1.24597	-0.222222
1.24597	0
1.24597	-0.222222
1.24597	0
1.24597	0
1.24597	-0.25
1.24597	0
1.24597	-0.25
1.24597	-0.25
1.24597	0
1.24597	-0.25
1.24597	0
1.24597	0
1.24597	-0.25
1.24597	0
1.24597	-0.25
1.24597	-0.25
1.24597	0
1.24597	-0.25
1.24597	0
1.24598	0
1.24598	-0.25
1.24598	0
1.24598	-0.25
1.24598	-0.25
1.24598	0
1.24598	-0.25
1.24598	0
1.24598	0
1.24598	-0.222222
1.24598	0
1.24598	-0.222222
1.24598	-0.222222
1.24598	0
1.24598	-0.222222
1.24598	0
1.24598	0
1.24598	-0.222222
1.24598	0
1.24598	-0.222222
1.24598	-0.222222
1.24598	0
1.24599	-0.222222
1.24599	0
1.24599	0
1.24599	-0.25
1.24599	0
1.24599	-0.25
1.24599	-0.25
1.24599	0
1.24599	-0.25
1.24599	0
1.24599	0
1.24599	-0.25
1.24599	0
1.24599	-0.25
1.24599	-0.25
1.24599	0
1.24599	-0.25
1.24599	0
1.24599	0
1.24599	-0.25
1.246	0
1.246	-0.25
1.246	-0.25
1.246	0
1.246	-0.25
1.246	0
1.246	0
1.246	-0.222222
1.246	0
1.246	-0.222222
1.246	-0.222222
1.246	0
1.246	-0.222222
1.246	0
1.246	0
1.246	-0.222222
1.246	0
1.246	-0.222222
1.246	-0.222222
1.246	0
1.246	-0.222222
1.246	0
1.24601	0
1.24601	-0.25
1.24601	0
1.24601	-0.25
1.24601	-0.25
1.24601	0
1.24601	-0.25
1.24601	0
1.24601	0
1.24601	-0.25
1.24601	0
1.24601	-0.25
1.24601	-0.25
1.24601	0
1.24601	-0.25
1.24601	0
1.24601	0
1.24601	-0.25
1.24601	0
1.24601	-0.25
1.24601	-0.25
1.24601	0
1.24601	-0.25
1.24601	0
1.24602	0
1.24602	-0.25
1.24602	0
1.24602	-0.25
1.24602	-0.25
1.24602	0
1.24602	-0.25
1.24602	0
1.24602	0
1.24602	-0.222222
1.24602	0
1.24602	-0.222222
1.24602	-0.222222
1.24602	0
1.24602	-0.222222
1.24602	0
1.24602	0
1.24602	-0.25
1.24602	0
1.24602	-0.25
1.24602	-0.25
1.24602	0
1.24602	-0.25
1.24603	0
1.24603	0
1.24603	-0.25
1.24603	0
1.24603	-0.25
1.24603	-0.25
1.24603	0
1.24603	-0.25
1.24603	0
1.24603	0
1.24603	-0.25
1.24603	0
1.24603	-0.25
1.24603	-0.25
1.24603	0
1.24603	-0.25
1.24603	0
1.24603	0
1.24603	-0.25
1.24603	0
1.24603	-0.25
1.24603	-0.25
1.24603	0
1.24603	-0.25
1.24604	0
1.24604	0
1.24604	-0.222222
1.24604	0
1.24604	-0.222222
1.24604	-0.222222
1.24604	0
1.24604	-0.222222
1.24604	0
1.24604	0
1.24604	-0.25
1.24604	0
1.24604	-0.25
1.24604	-0.25
1.24604	0
1.24604	-0.25
1.24604	0
1.24604	0
1.24604	-0.25
1.24604	0
1.24605	-0.25
1.24605	-0.25
1.24605	0
1.24605	-0.25
1.24605	0
1.24605	0
1.24605	-0.222222
1.24605	0
1.24605	-0.222222
1.24605	-0.222222
1.24605	0
1.24605	-0.222222
1.24605	0
1.24605	0
1.24605	-0.25
1.24605	0
1.24605	-0.25
1.24605	-0.25
1.24605	0
1.24605	-0.25
1.24605	0
1.24605	0
1.24605	-0.25
1.24606	0
1.24606	-0.25
1.24606	-0.25
1.24606	0
1.24606	-0.25
1.24606	0
1.24606	0
1.24606	-0.222222
1.24606	0
1.24606	-0.222222
1.24606	-0.222222
1.24606	0
1.24606	-0.222222
1.24606	0
1.24606	0
1.24606	-0.25
1.24606	0
1.24606	-0.25
1.24606	-0.25
1.24606	0
1.24606	-0.25
1.24606	0
1.24607	0
1.24607	-0.222222
1.24607	0
1.24607	-0.222222
1.24607	-0.222222
1.24607	0
1.24607	-0.222222
1.24607	0
1.24607	0
1.24607	-0.222222
1.24607	0
1.24607	-0.222222
1.24607	-0.222222
1.24607	0
1.24607	-0.222222
1.24607	0
1.24607	0
1.24607	-0.25
1.24607	0
1.24607	-0.25
1.24607	-0.25
1.24607	0
1.24607	-0.25
1.24607	0
1.24608	0
1.24608	-0.25
1.24608	0
1.24608	-0.25
1.24608	-0.25
1.24608	0
1.24608	-0.25
1.24608	0
1.24608	0
1.24608	-0.25
1.24608	0
1.24608	-0.25
1.24608	-0.25
1.24608	0
1.24608	-0.25
1.24608	0
1.24608	0
1.24608	-0.25
1.24608	0
1.24608	-0.25
1.24608	-0.25
1.24608	0
1.24608	-0.25
1.24608	0
1.24609	0
1.24609	-0.25
1.24609	0
1.24609	-0.25
1.24609	-0.25
1.24609	0
1.24609	-0.25
1.24609	0
1.24609	0
1.24609	-0.25
1.24609	0
1.24609	-0.25
1.24609	-0.25
1.24609	0
1.24609	-0.25
1.24609	0
1.24609	0
1.24609	-0.25
1.24609	0
1.24609	-0.25
1.24609	-0.25
1.24609	0
1.24609	-0.25
1.24609	0
1.2461	0
1.2461	-0.222222
1.2461	0
1.2461	-0.222222
1.2461	-0.222222
1.2461	0
1.2461	-0.222222
1.2461	0
1.2461	0
1.2461	-0.222222
1.2461	0
1.2461	-0.222222
1.2461	-0.222222
1.2461	0
1.2461	-0.222222
1.2461	0
1.2461	0
1.2461	-0.25
1.2461	0
1.2461	-0.25
1.2461	-0.25
1.2461	0
1.2461	-0.25
1.24611	0
1.24611	0
1.24611	-0.222222
1.24611	0
1.24611	-0.222222
1.24611	-0.222222
1.24611	0
1.24611	-0.222222
1.24611	0
1.24611	0
1.24611	-0.222222
1.24611	0
1.24611	-0.222222
1.24611	-0.222222
1.24611	0
1.24611	-0.222222
1.24611	0
1.24611	0
1.24611	-0.25
1.24611	0
1.24611	-0.25
1.24611	-0.25
1.24611	0
1.24611	-0.25
1.24612	0
1.24612	0
1.24612	-0.25
1.24612	0
1.24612	-0.25
1.24612	-0.25
1.24612	0
1.24612	-0.25
1.24612	0
1.24612	0
1.24612	-0.25
1.24612	0
1.24612	-0.25
1.24612	-0.25
1.24612	0
1.24612	-0.25
1.24612	0
1.24612	0
1.24612	-0.25
1.24612	0
1.24612	-0.25
1.24612	-0.25
1.24612	0
1.24612	-0.25
1.24613	0
1.24613	0
1.24613	-0.25
1.24613	0
1.24613	-0.25
1.24613	-0.25
1.24613	0
1.24613	-0.25
1.24613	0
1.24613	0
1.24613	-0.222222
1.24613	0
1.24613	-0.222222
1.24613	-0.222222
1.24613	0
1.24613	-0.222222
1.24613	0
1.24613	0
1.24613	-0.25
1.24613	0
1.24613	-0.25
1.24613	-0.25
1.24613	0
1.24613	-0.25
1.24614	0
1.24614	0
1.24614	-0.25
1.24614	0
1.24614	-0.25
1.24614	-0.25
1.24614	0
1.24614	-0.25
1.24614	0
1.24614	0
1.24614	-0.222222
1.24614	0
1.24614	-0.222222
1.24614	-0.222222
1.24614	0
1.24614	-0.222222
1.24614	0
1.24614	0
1.24614	-0.25
1.24614	0
1.24614	-0.25
1.24614	-0.25
1.24614	0
1.24615	-0.25
1.24615	0
1.24615	0
1.24615	-0.25
1.24615	0
1.24615	-0.25
1.24615	-0.25
1.24615	0
1.24615	-0.25
1.24615	0
1.24615	0
