VOLTS`V`float	deriv(v(out2))`V/V`float
1.24241	-0.222222
1.24241	0
1.24241	0
1.24241	-0.222222
1.24241	0
1.24242	-0.222222
1.24242	-0.222222
1.24242	0
1.24242	-0.222222
1.24242	0
1.24243	0
1.24243	-0.25
1.24243	0
1.24243	-0.25
1.24243	-0.25
1.24243	0
1.24243	-0.25
1.24243	0
1.24244	0
1.24244	-0.222222
1.24244	0
1.24244	-0.222222
1.24244	-0.222222
1.24244	0
1.24244	-0.222222
1.24244	0
1.24245	0
1.24245	-0.25
1.24245	0
1.24245	-0.25
1.24245	-0.25
1.24245	0
1.24245	-0.25
1.24245	0
1.24246	0
1.24246	-0.222222
1.24246	0
1.24246	-0.222222
1.24246	-0.222222
1.24246	0
1.24246	-0.222222
1.24246	0
1.24247	0
1.24247	-0.25
1.24247	0
1.24247	-0.25
1.24247	-0.25
1.24247	0
1.24247	-0.25
1.24247	0
1.24248	0
1.24248	-0.222222
1.24248	0
1.24248	-0.222222
1.24248	-0.222222
1.24248	0
1.24249	-0.222222
1.24249	0
1.24249	0
1.24249	-0.222222
1.24249	0
1.2425	-0.222222
1.2425	-0.222222
1.2425	0
1.2425	-0.222222
1.2425	0
1.24251	0
1.24251	-0.222222
1.24251	0
1.24251	-0.222222
1.24251	-0.222222
1.24251	0
1.24251	-0.222222
1.24251	0
1.24252	0
1.24252	-0.222222
1.24252	0
1.24252	-0.222222
1.24252	-0.222222
1.24252	0
1.24252	-0.222222
1.24252	0
1.24253	0
1.24253	-0.25
1.24253	0
1.24253	-0.25
1.24253	-0.25
1.24253	0
1.24253	-0.25
1.24253	0
1.24254	0
1.24254	-0.222222
1.24254	0
1.24254	-0.222222
1.24254	-0.222222
1.24254	0
1.24254	-0.222222
1.24254	0
1.24255	0
1.24255	-0.25
1.24255	0
1.24255	-0.25
1.24255	-0.25
1.24255	0
1.24255	-0.25
1.24255	0
1.24256	0
1.24256	-0.25
1.24256	0
1.24256	-0.25
1.24256	-0.25
1.24256	0
1.24256	-0.25
1.24256	0
1.24257	0
1.24257	-0.222222
1.24257	0
1.24257	-0.222222
1.24257	-0.222222
1.24257	0
1.24258	-0.222222
1.24258	0
1.24258	0
1.24258	-0.222222
1.24258	0
1.24259	-0.222222
1.24259	-0.222222
1.24259	0
1.24259	-0.222222
1.24259	0
1.2426	0
1.2426	-0.25
1.2426	0
1.2426	-0.25
1.2426	-0.25
1.2426	0
1.2426	-0.25
1.2426	0
1.24261	0
1.24261	-0.25
1.24261	0
1.24261	-0.25
1.24261	-0.25
1.24261	0
1.24261	-0.25
1.24261	0
1.24262	0
1.24262	-0.222222
1.24262	0
1.24262	-0.222222
1.24262	-0.222222
1.24262	0
1.24262	-0.222222
1.24262	0
1.24263	0
1.24263	-0.25
1.24263	0
1.24263	-0.25
1.24263	-0.25
1.24263	0
1.24263	-0.25
1.24263	0
1.24264	0
1.24264	-0.25
1.24264	0
1.24264	-0.25
1.24264	-0.25
1.24264	0
1.24264	-0.25
1.24264	0
1.24265	0
1.24265	-0.222222
1.24265	0
1.24265	-0.222222
1.24265	-0.222222
1.24265	0
1.24265	-0.222222
1.24265	0
1.24266	0
1.24266	-0.222222
1.24266	0
1.24266	-0.222222
1.24266	-0.222222
1.24266	0
1.24266	-0.222222
1.24266	0
1.24267	0
1.24267	-0.25
1.24267	0
1.24267	-0.25
1.24267	-0.25
1.24267	0
1.24267	-0.25
1.24267	0
1.24268	0
1.24268	-0.25
1.24268	0
1.24268	-0.25
1.24268	-0.25
1.24268	0
1.24268	-0.25
1.24269	0
1.24269	0
1.24269	-0.222222
1.24269	0
1.2427	-0.222222
1.2427	-0.222222
1.2427	0
1.2427	-0.222222
1.2427	0
1.24271	0
1.24271	-0.222222
1.24271	0
1.24271	-0.222222
1.24271	-0.222222
1.24271	0
1.24271	-0.222222
1.24271	0
1.24272	0
1.24272	-0.222222
1.24272	0
1.24272	-0.222222
1.24272	-0.222222
1.24272	0
1.24272	-0.222222
1.24272	0
1.24273	0
1.24273	-0.25
1.24273	0
1.24273	-0.25
1.24273	-0.25
1.24273	0
1.24273	-0.25
1.24273	0
1.24274	0
1.24274	-0.25
1.24274	0
1.24274	-0.25
1.24274	-0.25
1.24274	0
1.24274	-0.25
1.24274	0
1.24275	0
1.24275	-0.25
1.24275	0
1.24275	-0.25
1.24275	-0.25
1.24275	0
1.24275	-0.25
1.24275	0
1.24276	0
1.24276	-0.25
1.24276	0
1.24276	-0.25
1.24276	-0.25
1.24276	0
1.24276	-0.25
1.24276	0
1.24277	0
1.24277	-0.222222
1.24277	0
1.24277	-0.222222
1.24277	-0.222222
1.24277	0
1.24277	-0.222222
1.24277	0
1.24278	0
1.24278	-0.222222
1.24278	0
1.24278	-0.222222
1.24278	-0.222222
1.24278	0
1.24278	-0.222222
1.24278	0
1.24279	0
1.24279	-0.25
1.24279	0
1.24279	-0.25
1.24279	-0.25
1.24279	0
1.24279	-0.25
1.24279	0
1.2428	0
1.2428	-0.222222
1.2428	0
1.2428	-0.222222
1.2428	-0.222222
1.2428	0
1.2428	-0.222222
1.2428	0
1.24281	0
1.24281	-0.25
1.24281	0
1.24281	-0.25
1.24281	-0.25
1.24281	0
1.24281	-0.25
1.24281	0
1.24282	0
1.24282	-0.25
1.24282	0
